title;rating;chapters;description;url
Fighting Uncle;;36;"Fuyuo Shigaraki, a penniless, divorced, down-and-out middle-aged man, needs to earn a massive 3 million yen for the sake of his daughter. That's when he encounters a self-proclaimed ""high school girl fighter."" ""Hey mister, why don't you make money through fighting?"" Caught up in her sweet talk, he stumbles into the underground world of brawling... But this man hides a past no one knows-- He's a former MMA fighter, the only one in the world who ever tied with the current world champion. And thus, a new ""battle-crazed"" warrior awakens--";https://demonicscans.org/manga/Fighting-Uncle
Flash of the Exorcising Blade: The Strongest Swordsman Pierces the Darkness;;30;Thirty years ago, fallen gods and fallen towers suddenly appeared across the land. Monsters poured forth from the fallen towers, destroying the world's peace. In response, all the gods above bestowed sacred weapons upon outstanding humans. Heroes who rose to reclaim peace by conquering the towers and purifying the fallen gods. Among them stood an unmatched warrior named Shotaro Kusunoki, wielder of the 'Exorcising Blade,' was hailed as one the Three Great Heroes. Watching his brother's legendary feats from the sidelines was Hiromu Kusunoki, a lowly baggage carrier who longed to see the day peace returned. However, fate took a cruel turn when the fallen god Futsunushi possesses Shotaro's body, turning him into a vessel of darkness. On the brink of death, Hiromu hears a mysterious voice call out from the Exorcising Blade. That voice is Gayamaru, the mighty god sealed within the blade. To save his brother, the boy forms a pact with the mighty god, and together, they will climb to the peak of power and overcome darkness itself! The curtains rise on a modern battle fantasy of gods, blades, and the bonds between brothers!;https://demonicscans.org/manga/Flash-of-the-Exorcising-Blade%253A-The-Strongest-Swordsman-Pierces-the-Darkness
Freaky Killer;;44;With a 100% mission success rate, the world's most perfect killer, Jin! But he has one fatal weakness, That is... a face so ugly it could go down in history!!!;https://demonicscans.org/manga/Freaky-Killer
Friend Counter;;30;"Then comes the shocking announcement: ""In 24 hours, the student with the lowest number... will die."" Thus begins the brutal ""Friendship Severance Project,"" a secret death game run directly by the government. Lies, betrayal, submission--and fragile bonds of friendship. This is a lesson where your social ties determine your survival. Are friendships just shackles to be cut loose, or the only hope left to cling to? As the blood spills and true natures are revealed, can Hayato survive this nightmare?";https://demonicscans.org/manga/Friend-Counter
From Rural Instructor to Sword Saint (Webtoon);;97;"""I've recommended Master Beryl as a special instructor for the royal knights."" Beryl Gardennant, a man who quietly runs a small swordsmanship dojo in a remote village, suddenly finds his peaceful life upended when one of his former students--now the young commander of the kingdom's knights, Aliucia--visits him. She urges him to come to the royal capital as a special instructor for the knights. What fate awaits Beryl as he reunites with his successful disciples and is thrust into the spotlight?";https://demonicscans.org/manga/From-Rural-Instructor-to-Sword-Saint-%2528Webtoon%2529
Frozen Warrior;;49;Cheok Ryugeom, the greatest swordsman of Goryeo, plunged off a cliff with his enemy, sacrificing himself for his master. Frozen in ice for 900 years, he awakens in the modern era--his vengeance only just beginning.;https://demonicscans.org/manga/Frozen-Warrior
Full-Time Awakening;;158;As the captain of the Divine Legion and the strongest Awakener, Bai Yi is betrayed by a comrade, witnessing all his teammates die before his eyes. Only then does he realize he has always been a pawn of those in power. Having lost everything, he is reborn 20 years ago, back to his middle school days before awakening. At that time, his family and teammates are still alive. To save them, to avenge the betrayer, and to overthrow the entire corrupt ruling system, he embarks on a lonely path of strength.;https://demonicscans.org/manga/Full%25252DTime-Awakening
Gendai Dungeon Life no Tsuzuki wa Isekai Open World de!;;41;Gendai Dungeon Life no Tsuzuki wa Isekai Open World de!;https://demonicscans.org/manga/Gendai-Dungeon-Life-no-Tsuzuki-wa-Isekai-Open-World-de%2521
Genius Blacksmith's Game;;69;The last blacksmith and master artisan left in the world. His hands are crippled in a forge fire, rendering him unable to craft any longer. But then, a virtual reality game, Ares, comes knocking on Hyun-soo’s door.;https://demonicscans.org/manga/Genius-Blacksmith%2527s-Game
Giyeon Doksik;;57;"Do Tong-dal, a sixty-year-old man, is on the verge of death. After dedicating forty-two years of his life to the criminal underworld, all he has left to show for it are fifteen coins. Having accomplished nothing, he prepares to meet his end, taking his last breath while being buried by snow on a mountain path... But he regresses in time, and a new life as an eighteen-year-old welcomes him. 'This life will be different.' Determined to leave his pathetic past self behind, Do Tong-dal decides to use the knowledge of the life he already lived! He plans to monopolize every fortunate opportunity and forge a new path for himself. ""From the highest peak of the night, with the greatest power! Let's live a long and prosperous life!""";https://demonicscans.org/manga/Giyeon-Doksik
Global Horror: I Activated a Cheat Custom Mall;;35;Terrifying domains descended upon every corner of the globe. Horror and dread became part of daily life. 'Mystic Exorcists' became humanity's final hope. But to truly eradicate the supernatural horrors, one must conquer the core worlds behind them. Countless exorcists charged ahead, only for nine out of ten to perish--humanity teetered on the edge of extinction. Chu Sheng, however, activated a cheat-like custom shop. Each time he entered a terrifying domain, he could choose a unique power-up. While other exorcists struggled to survive with their lives hanging by a thread, one horrifying creature after another knelt at his feet.;https://demonicscans.org/manga/Global-Horror%253A-I-Activated-a-Cheat-Custom-Mall
God of Killers;;37;Gungnir is the strongest assassin, known throughout the underworld. He decides to retire for the sake of his girlfriend, to whom he has pledged his future, but on the night he completes his final job, his partner betrays him and he and his girlfriend are shot to death. He somehow manages to survive, but when he wakes up, he finds himself as a strange high school student! He must uncover the truth and find happiness in his second life. This is the start of a battle action drama starring the former strongest assassin.;https://demonicscans.org/manga/God-of-Killers
Godzilla Galaxy Odyssey;;48;Japan's greatest disaster, the King of the Monsters Godzilla, attacks Young Champion! The battle between mankind, Godzilla, and a new space Kaiju begins! What will become of Earth?;https://demonicscans.org/manga/Godzilla-Galaxy-Odyssey
Got Dropped into a Ghost Story, Still Gotta Work;;35;NA;https://demonicscans.org/manga/Got-Dropped-into-a-Ghost-Story%252C-Still-Gotta-Work
Grand Finale;;47;As climate catastrophe renders Earth uninhabitable, humanity sets its hopes on a new world: Arcadia. After years of deep-space slumber aboard the Atalante, crew member Dong Youngsoo finally awakens to a long-awaited paradise. But Arcadia is no Eden. The planet is under siege by alien invaders, and a native civilization fights desperately for survival. Caught between worlds, Youngsoo is thrust into a harrowing adventure that could reshape the fate of an entire species--and redefine what it means to call a place home.;https://demonicscans.org/manga/Grand-Finale
Gray Ash: A New Life in the Dungeon City;;42;"Ash is a young man who had it all: as a captain in the Imperial Knights and fiancé to a noble lady, he was living a life anyone would envy. One day, however, his fiancée breaks off their engagement and he is summarily dismissed from the knights. Disgusted with everything, Ash leaves the empire and heads for a new land: the Rosebel Kingdom. There, in a nation that has grown more prosperous than the empire thanks to the power of dungeons, he restarts his life as a hunter and quickly makes a name for himself with his overwhelming skill. Meanwhile, back in the empire, his devoted junior Ulka sets off for Rosebel, determined to follow him. Thus begins the story of overturning a ""gray,"" ruined life and repainting it from scratch in the dungeon city.";https://demonicscans.org/manga/Gray-Ash%253A-A-New-Life-in-the-Dungeon-City
